Average grade,Number of projects,Number of previous internships,Number of hackathons,Number of published research papers,Number of programming languages known,Did sports at university,Has previous google internship,University ranking,Number of programming competitions won,Number of programming competitions participated in,Hired
42.3794985928909,0,0,0,0,1,False,False,6,0,1,False
97.72463812821849,0,0,2,0,0,True,False,8,0,0,False
96.38781575424751,3,2,2,0,4,True,False,210,0,3,False
36.077937785377046,0,0,0,0,1,True,False,0,0,1,False
63.86141727673211,4,1,1,0,5,False,False,118,0,1,False
55.55647714110449,3,2,1,0,4,True,False,163,0,0,False
74.92029450109968,0,0,1,0,0,True,False,22,0,0,False
33.88078874452922,0,1,1,0,0,False,False,43,0,1,False
57.465588619786,0,1,1,0,0,False,False,27,0,1,False
78.85443159246435,3,1,0,0,3,True,False,42,0,0,False
58.19471541114555,0,0,0,0,0,False,False,0,0,0,False
47.60237244028934,5,3,2,0,7,True,False,137,0,3,False
64.84018822911669,2,0,0,0,0,False,False,0,0,1,False
70.19848037794455,0,0,0,0,0,False,False,8,0,0,False
79.01992076494395,3,0,0,0,1,False,False,10,0,1,False
68.73732698038532,0,0,0,1,3,False,False,28,0,1,False
63.150574910466105,11,3,2,0,10,False,False,121,0,1,False
65.57569823999621,0,0,0,0,0,True,False,70,0,0,False
45.41708561888793,0,0,0,0,0,True,False,9,0,1,False
45.469185375920105,0,0,0,2,4,False,False,4,0,0,False
62.266577748331706,0,0,0,0,0,True,False,63,0,0,False
43.34518208490714,4,0,0,0,2,True,False,0,0,0,False
42.61197483962892,3,0,0,0,0,False,False,0,0,0,False
58.07668449399989,1,1,1,1,1,False,False,44,0,0,False
61.60112108338821,0,0,0,0,2,False,False,0,0,0,False
60.367621381542136,0,1,1,0,0,True,False,25,0,0,False
70.6246612914911,0,0,0,1,0,True,False,81,0,0,False
93.2342365670281,5,3,2,1,5,False,False,152,0,3,False
53.49600596171678,0,0,1,0,1,False,False,0,0,0,False
59.6988097290745,0,1,0,0,0,False,False,109,0,2,False
50.094792418920605,0,1,3,0,1,True,False,31,0,1,False
62.29388309501372,8,2,2,1,5,False,False,105,0,1,False
68.96130549744422,1,1,0,0,0,True,False,47,0,0,False
77.68929642060414,3,0,0,0,0,False,False,75,0,0,False
64.98983622714007,1,1,1,1,0,True,False,113,0,0,False
62.00734262864607,0,0,0,1,0,False,False,42,0,0,False
77.39231881825471,2,0,0,1,1,True,False,55,0,0,False
55.538167760658446,3,2,2,0,2,False,False,0,0,0,False
71.4147883287925,0,0,0,0,1,True,False,0,0,0,False
56.0410932942762,0,0,0,0,0,False,False,104,0,0,False
64.76195855020734,0,0,0,0,0,False,False,0,0,0,False
60.66799262026522,4,0,0,1,3,False,False,136,0,1,False
78.33012011500517,5,2,0,1,3,False,False,91,0,1,False
66.024905496905,1,0,2,0,1,False,False,64,0,1,False
70.85549780295922,11,3,3,0,6,False,False,194,0,3,False
95.813709986746,2,4,0,0,3,True,False,160,0,1,False
53.66758763281435,1,0,0,0,0,False,False,84,0,0,False
45.588571605728234,1,1,0,1,3,False,False,126,0,0,False
49.59766668586255,0,1,1,0,5,False,False,137,0,0,False
63.55417085246572,0,0,0,0,1,True,False,0,0,0,False
53.76883972464901,1,1,0,0,0,True,False,103,0,0,False
85.66212196587193,5,1,0,2,5,True,False,20,0,0,False
82.35680748263368,6,1,2,0,4,True,False,46,0,2,False
62.21955946494726,0,0,0,0,0,False,False,0,0,0,False
74.56926517018368,5,1,2,0,5,True,False,84,0,2,False
46.033603929855616,0,0,0,0,2,False,False,28,0,0,False
28.103966437384088,0,0,0,0,0,False,False,0,0,0,False
36.396951836955715,1,0,2,0,0,True,False,0,0,0,False
69.18730611418013,1,1,1,0,2,True,False,104,0,2,False
60.106601545057266,0,0,0,0,0,False,False,64,0,1,False
68.7246931894554,2,0,1,0,0,False,False,11,0,0,False
71.5896672442117,0,0,0,1,0,True,False,1,0,0,False
47.387819836860295,0,2,1,0,2,True,False,2,0,2,False
48.64024209871474,7,1,1,0,5,False,False,102,0,2,False
42.08524909910375,0,0,0,0,0,False,False,63,0,0,False
100.0,4,2,2,2,7,False,False,135,0,4,True
49.344942069086365,1,0,2,0,0,False,False,83,0,0,False
40.945757166014474,0,0,0,0,0,True,False,0,0,0,False
54.0778112344194,0,0,0,2,0,True,False,50,0,0,False
59.410288200583956,4,2,3,0,3,True,False,142,0,2,False
57.93594389131132,2,0,0,0,0,True,False,52,0,0,False
71.34040478030641,0,0,0,0,0,False,False,72,0,0,False
46.14595715875821,6,0,0,0,2,True,False,0,0,0,False
64.93792626084256,4,1,0,2,8,False,False,36,0,0,False
50.101185014830435,0,0,0,0,0,False,False,0,0,0,False
25.05622387154382,1,1,0,0,2,True,False,0,0,0,False
51.012037944184044,0,0,0,1,0,False,False,85,0,1,False
71.5503502456339,0,0,1,0,2,True,False,0,0,1,False
56.92120835309921,1,0,2,0,0,True,False,0,0,0,False
44.58167872679916,0,0,0,0,0,False,False,0,0,0,False
58.93934244645181,3,1,3,0,4,False,False,102,0,1,False
65.98503767258258,3,0,1,1,5,True,False,54,0,0,False
39.651130942997696,3,1,1,0,5,True,False,128,0,2,False
40.235644746690404,1,0,3,0,3,False,False,123,0,1,False
81.13848205794262,0,0,0,0,2,True,False,0,0,0,False
63.31342275028204,4,0,0,0,4,True,False,29,0,0,False
55.24110092514104,0,1,1,0,0,True,False,0,0,1,False
89.4021495673524,0,0,0,0,3,False,False,66,0,0,False
61.660244994565886,6,2,1,0,1,False,False,130,0,1,False
73.92897081881004,0,0,0,0,0,False,False,69,0,0,False
63.255736846083295,1,0,1,0,4,False,False,57,0,1,False
46.28045824086274,2,0,1,2,3,False,False,28,0,3,False
67.24978404495869,0,0,1,0,6,False,False,75,0,0,False
61.87794972671758,4,1,0,1,2,False,False,27,0,0,False
90.54641127462725,1,2,1,0,6,False,False,0,0,1,False
33.056109936033174,2,0,0,0,1,False,False,0,0,0,False
54.21228132925854,3,0,0,0,0,True,False,0,0,1,False
100.0,3,1,2,0,6,False,False,83,0,0,False
85.56090084874168,2,0,2,0,5,False,False,107,0,2,False
37.63110014466871,0,0,0,2,1,True,False,0,0,0,False
53.737825106345205,0,0,0,0,0,False,False,0,0,0,False
43.934740530763506,1,1,1,0,0,False,False,31,0,0,False
67.84184433675814,1,1,0,0,0,False,False,49,0,1,False
70.13406805995292,3,0,0,1,1,False,False,67,0,1,False
61.55944864056509,0,0,0,1,0,True,False,0,0,0,False
49.1644390303538,0,0,0,0,0,False,False,18,0,0,False
64.5025175811906,1,0,0,1,0,False,False,50,0,0,False
50.60661495054704,0,0,0,0,0,False,False,0,0,0,False
54.21100587282299,2,0,2,0,3,True,False,0,0,1,False
60.90259876595937,5,1,0,0,5,False,False,196,0,0,False
75.19725228011094,10,2,1,0,6,True,False,160,0,1,False
57.25176500964862,0,0,0,0,0,False,False,0,0,0,False
71.71082933975576,5,0,1,0,6,False,False,64,0,0,False
75.53098567586531,8,2,4,2,5,False,False,48,0,2,False
61.08481555591335,1,3,3,1,5,True,False,56,0,2,False
67.06672142434735,8,2,2,0,7,True,False,138,0,0,False
54.93378153362285,0,0,2,0,3,False,False,0,0,2,False
49.90964665783608,1,0,1,1,0,False,False,156,0,0,False
100.0,3,4,2,1,5,False,False,245,0,2,False
91.27400228887238,4,0,2,0,4,False,False,38,0,1,False
38.952652231813836,0,0,0,0,0,True,False,8,0,0,False
59.83713140168705,2,0,0,0,0,True,False,0,0,0,False
56.437360960796205,5,0,0,1,2,False,False,14,0,0,False
100.0,0,0,0,1,0,True,False,44,0,0,False
51.00001138523071,0,0,0,0,0,False,False,7,0,0,False
88.99930013723275,0,1,0,1,2,True,False,95,0,1,False
18.320778853782407,4,0,0,0,0,False,False,1,0,0,False
53.15469022102139,0,1,0,0,0,True,False,36,0,0,False
27.457515673467228,0,0,0,1,1,False,False,48,0,0,False
100.0,6,1,0,0,7,True,False,138,0,1,False
48.024079457492924,3,0,0,0,1,False,False,0,0,0,False
47.74988415501811,2,2,1,0,2,False,False,39,0,1,False
66.06214745794058,0,1,0,0,0,True,False,0,0,0,False
47.408309874741754,3,0,1,0,0,False,False,94,0,1,False
96.74881400246005,1,0,2,0,1,False,False,48,0,0,False
62.41253664115514,0,0,1,0,0,True,False,0,0,2,False
54.47593768718508,0,0,1,0,2,True,False,24,0,0,False
62.47982946018492,4,1,0,0,0,False,False,3,0,1,False
70.80875973217962,0,0,1,0,0,False,False,17,0,0,False
67.69423294514165,7,0,1,0,2,False,False,99,0,2,False
41.641195955040814,1,1,1,0,0,True,False,42,0,0,False
72.95831101861218,1,0,0,0,0,True,False,0,0,0,False
64.86332706242804,4,0,0,1,0,True,False,57,0,0,False
61.02611586533788,2,1,2,0,4,False,False,104,0,0,False
54.89803411770177,0,0,0,0,3,True,False,53,0,1,False
75.68679218266729,0,0,0,1,0,False,False,7,0,1,False
82.5981186126123,0,0,1,1,1,False,False,89,0,1,False
62.97767727958384,2,0,0,0,2,True,False,73,0,0,False
76.0946145240361,0,0,0,0,0,False,False,42,0,0,False
38.1790576247176,0,0,0,1,0,False,False,0,0,0,False
94.01314452408243,0,2,0,0,3,False,False,0,0,0,False
92.60040344862597,4,1,2,0,5,False,False,9,0,1,False
76.39097923127318,1,0,0,0,1,True,False,20,0,0,False
74.46375306850615,0,0,1,0,2,False,False,39,0,1,False
46.15709259797604,1,0,0,0,1,False,False,0,0,0,False
66.9623132227223,3,0,0,0,0,False,False,0,0,0,False
76.80341561649342,0,2,1,0,0,True,False,94,0,0,False
67.19838512173146,4,2,3,0,6,True,False,156,0,3,False
77.15878327612745,2,1,0,0,1,False,False,0,0,0,False
80.12801702121754,2,0,1,0,3,False,False,121,0,0,False
61.59671682721714,0,0,0,0,0,True,False,64,0,0,False
45.76926209396588,4,0,1,0,2,False,False,51,0,0,False
46.877855205022804,4,0,0,0,2,True,False,2,0,0,False
64.01575377735168,1,0,0,1,0,True,False,17,0,0,False
61.809833327970054,0,0,0,0,0,False,False,0,0,0,False
54.05102754905969,11,3,3,0,6,False,False,145,0,3,False
54.247415653275105,2,2,0,1,5,False,False,38,0,0,False
61.94526473543752,0,0,0,0,0,True,False,0,0,0,False
63.335728714019744,0,0,0,0,1,False,False,26,0,0,False
35.07560743922747,0,0,0,0,0,True,False,0,0,1,False
67.16909492491301,6,0,1,0,1,True,False,0,0,1,False
30.17063719731925,5,1,0,0,4,True,False,71,0,0,False
61.28212728718981,1,0,0,0,0,False,False,20,0,1,False
60.18733698111176,1,0,2,0,1,False,False,171,0,0,False
48.10839312824209,2,0,0,0,2,False,False,0,0,1,False
81.2965242775526,0,0,0,0,0,False,False,0,0,0,False
85.60531465766718,0,0,1,0,4,True,False,47,0,1,False
68.87967650803392,4,2,2,0,6,True,False,109,0,1,False
69.85780962896993,5,3,4,2,7,True,False,190,0,1,False
63.34965970078911,0,0,0,1,3,True,False,55,0,0,False
54.95534464051066,2,0,0,0,1,True,False,24,0,0,False
68.88577111126091,1,1,0,0,3,True,False,0,0,0,False
69.85372689020988,0,0,0,0,1,True,False,0,0,0,False
52.31361037409485,0,0,0,0,0,False,False,37,0,0,False
84.07791433543196,0,0,0,0,0,True,False,0,0,0,False
58.059378030193656,3,0,2,0,1,True,False,114,0,1,False
56.32616173349873,1,0,0,0,2,False,False,0,0,1,False
51.630970163283116,12,2,5,0,9,True,False,250,0,3,False
43.196673211885596,4,1,4,1,4,False,False,53,0,2,False
69.16816372266342,3,1,2,0,4,True,False,132,0,0,False
42.258302464773266,1,0,0,1,0,False,False,0,0,0,False
55.2010733248314,0,0,0,1,1,False,False,0,0,0,False
71.80793130659612,0,0,1,0,0,False,False,0,0,0,False
52.5081350683626,0,0,0,0,0,False,False,38,0,0,False
69.5871874436258,0,0,0,0,0,False,False,40,0,0,False
89.28300855982036,7,1,4,2,0,True,False,102,0,1,False
68.75566498934339,1,1,0,0,1,True,False,0,0,0,False
76.93166162963169,0,0,0,0,0,False,False,93,0,0,False
60.39294547698114,0,0,0,0,0,True,False,85,0,0,False
51.60532751015286,2,1,0,0,2,False,False,90,0,0,False
46.1310952605747,1,2,1,1,0,False,False,0,0,0,False
50.015401045568524,1,0,2,1,0,False,False,32,0,0,False
52.094202950647954,4,1,2,0,3,False,False,60,0,0,False
71.58840875682017,0,0,1,0,3,True,False,34,0,0,False
92.10657587853781,6,2,2,0,3,True,False,139,0,2,False
57.0279096794611,4,1,1,0,2,True,False,179,0,1,False
40.6774172336628,0,0,0,0,1,False,False,38,0,0,False
58.681726020881705,3,1,1,0,3,False,False,38,0,1,False
57.23077290408446,3,2,0,0,0,False,False,69,0,1,False
86.7345998399592,0,1,0,0,0,False,False,0,0,0,False
55.089230536961445,1,0,0,0,0,True,False,37,0,1,False
86.24766083597399,0,0,1,0,2,False,False,80,0,2,False
74.99720357946862,0,1,1,0,2,True,False,83,0,0,False
57.350615488859596,2,0,0,0,0,True,False,65,0,0,False
73.58416083927345,0,0,0,1,0,True,False,17,0,1,False
25.35687481528099,3,1,2,1,5,True,False,81,0,1,False
75.93613650852673,8,1,2,0,7,True,False,94,0,4,False
75.76977318971221,1,2,0,0,1,False,False,0,0,2,False
65.96047927083674,3,0,0,1,0,False,False,86,0,0,False
89.11684597210837,0,0,1,0,0,False,False,3,0,0,False
53.950278829852564,0,1,0,1,0,False,False,0,0,0,False
41.605400452168695,5,2,0,0,1,True,False,0,0,0,False
73.28299944940505,0,0,1,0,0,False,False,25,0,0,False
53.03239580822541,0,0,0,1,0,True,False,0,0,0,False
37.598386475092774,0,0,0,0,3,False,False,46,0,0,False
53.585554138379045,0,1,0,0,0,False,False,33,0,0,False
52.19187037325418,5,0,0,0,2,False,False,68,0,0,False
47.58545823785835,4,1,0,0,4,True,False,190,0,2,False
58.02094193675544,3,0,1,0,3,True,False,82,0,3,False
57.93806528450629,0,0,0,0,2,False,False,108,0,0,False
67.24257815274245,0,0,1,1,0,False,False,97,0,1,False
76.39438153838925,3,1,0,1,5,False,False,127,0,3,False
64.10076941202084,4,2,1,0,3,True,False,73,0,0,False
83.01702998653653,4,2,0,0,4,True,False,84,0,0,False
43.99688904497453,0,0,0,1,0,False,False,73,0,1,False
85.73274344609585,4,1,2,0,4,False,False,40,0,2,False
74.4528184952178,4,2,1,1,5,False,False,186,0,1,False
93.19496399788754,1,0,1,1,0,False,False,12,0,0,False
69.89475977920067,5,0,0,1,0,True,True,76,0,0,True
82.81312817065876,5,0,1,0,2,True,False,32,0,1,False
76.64462258430153,2,0,1,0,0,True,False,0,0,1,False
62.03460426440011,0,0,0,0,3,True,False,27,0,0,False
43.71588492400657,0,1,0,0,0,True,False,126,0,0,False
62.09201055793967,5,1,1,0,2,False,False,76,0,1,False
68.92445946719236,0,0,0,1,0,True,False,0,0,0,False
63.31425829182986,0,0,0,0,2,True,False,0,0,0,False
60.11639148171967,4,1,2,0,3,False,False,51,0,1,False
71.7618987746701,2,3,1,0,4,False,False,0,0,0,False
71.43999633445135,0,1,0,1,2,True,False,144,0,1,False
59.676079671100254,0,0,0,0,0,False,False,0,0,0,False
64.81694493014648,0,1,1,0,2,False,False,26,0,1,False
77.5911098769912,5,3,3,0,7,False,False,42,0,2,False
56.52119625154183,4,1,0,0,3,False,False,54,0,0,False
38.49915982838557,1,1,0,0,0,False,False,0,0,0,False
70.82606280618268,0,1,0,0,1,False,False,0,0,0,False
44.08355434283945,2,0,0,0,1,False,False,0,0,0,False
72.85709997567332,5,2,2,2,7,True,False,145,0,2,False
46.81806622306122,0,0,0,0,0,True,False,0,0,0,False
48.20309979180897,2,0,0,0,1,False,False,0,0,1,False
56.103998978333045,1,0,3,0,1,True,False,16,0,1,False
96.83882232005467,2,0,0,0,0,False,False,0,0,0,False
58.9937114241408,10,2,2,0,4,True,False,177,0,2,False
64.91070025535267,2,0,1,1,3,False,False,22,0,2,False
92.31565444735708,3,1,0,2,2,True,False,38,0,0,False
62.87116411956357,2,0,0,0,0,False,False,47,0,3,False
62.5089952725383,1,1,2,0,4,True,False,93,0,0,False
67.69242164913751,0,0,1,2,0,True,False,0,0,0,False
56.38231911061594,3,0,0,0,2,True,False,0,0,0,False
51.38175370403341,4,0,0,0,0,False,False,0,0,0,False
56.93601516260359,1,1,0,0,0,False,False,0,0,0,False
72.12797940256893,6,3,2,0,6,True,False,143,0,0,False
60.73229547984349,0,0,0,0,3,True,False,0,0,2,False
67.16276126116155,0,1,0,0,0,False,False,30,0,0,False
71.70319609773267,4,1,0,0,0,True,False,52,0,0,False
61.745294914588236,1,0,1,0,0,True,False,0,0,1,False
52.25415109390645,0,0,0,1,0,False,False,0,0,1,False
83.52236778446087,2,0,0,0,1,False,False,31,0,1,False
69.54842639595054,4,1,2,1,3,False,False,131,0,3,False
77.463212280004,0,1,0,0,2,False,False,75,0,0,False
38.35018323963891,1,0,1,0,0,True,False,0,0,0,False
76.58862249335498,5,1,2,0,6,True,False,83,0,1,False
79.81680927628594,6,1,2,1,4,False,False,53,0,0,False
68.25376805840735,0,0,0,2,1,False,False,67,0,0,False
38.06038970173846,1,0,0,1,2,False,False,0,0,0,False
64.67341935473233,0,0,0,2,0,True,False,51,0,0,False
62.73638905260511,0,0,1,0,0,False,False,0,0,0,False
53.68590701369815,0,0,1,0,0,True,False,56,0,0,False
69.31218842784135,0,1,0,0,0,False,False,67,0,0,False
64.40554060058524,7,0,0,0,5,True,False,111,0,2,False
37.12688965460233,0,0,0,0,1,False,False,46,0,0,False
62.75092401552897,4,1,1,0,1,False,False,54,0,0,False
56.13753502478644,0,0,0,0,0,False,False,0,0,0,False
52.9034167682486,5,1,0,0,1,False,False,0,0,1,False
86.39862595593038,1,0,1,1,0,False,False,83,0,1,False
77.82485823044728,7,2,2,0,0,True,False,26,0,2,False
47.78211634206987,1,1,2,1,3,True,False,35,0,2,False
53.42454320699198,8,1,2,0,7,True,False,6,0,2,False
64.85505826397694,1,0,2,0,2,False,False,116,0,0,False
65.51602933781061,0,1,2,0,3,True,False,0,0,0,False
58.68598802394921,5,2,3,1,0,False,False,73,0,0,False
44.737300649706896,0,0,0,0,0,False,False,58,0,0,False
63.294102340571534,4,0,0,0,1,False,False,13,0,1,False
57.99779113260505,2,0,0,0,0,False,False,0,0,0,False
80.28215851649443,0,0,2,0,3,True,False,0,0,0,False
82.14729191467757,6,2,1,1,9,False,False,193,0,2,False
77.42312789611123,4,0,1,0,4,False,False,0,0,1,False
81.62511580552996,2,1,0,0,3,False,False,31,0,1,False
47.58819055641762,2,0,0,0,4,False,False,66,0,0,False
87.29904392669499,5,0,2,0,7,False,False,236,0,3,False
59.3749462099336,2,1,0,0,1,False,False,80,0,0,False
79.70793085854412,2,0,2,0,5,False,False,9,0,0,False
63.46273800306542,0,0,0,0,3,True,False,0,0,0,False
52.85347413642184,0,0,0,0,0,False,False,0,0,0,False
64.89689062907829,0,0,0,0,4,False,False,0,0,0,False
36.973888145873985,0,0,0,0,0,True,False,16,0,0,False
29.75186351343861,1,0,1,0,2,False,False,96,0,2,False
71.84013236515524,2,0,0,0,0,False,False,0,0,1,False
82.14957843475187,0,0,1,0,2,False,False,0,0,0,False
53.47637968705587,4,2,0,1,6,False,False,84,0,1,False
14.47732682520472,0,0,1,1,3,True,False,0,0,2,False
65.12697417354322,2,0,0,0,4,True,False,123,0,0,False
60.21290477325122,7,2,1,0,4,True,False,68,0,1,False
37.31429666444565,0,0,0,0,0,False,False,0,0,0,False
68.09984683156105,1,1,0,0,0,False,False,0,0,1,False
57.20721332981294,1,1,0,0,0,False,False,9,0,1,False
35.38927511568588,4,0,0,0,0,False,False,51,0,1,False
61.727142143195636,6,2,0,0,0,True,False,47,0,1,False
68.14207086458691,4,0,0,0,1,False,False,64,0,0,False
51.102933138692634,4,0,1,0,0,True,False,0,0,0,False
70.3366303314057,2,2,1,0,2,True,False,10,0,0,False
37.15533489601499,0,0,1,2,0,True,False,19,0,0,False
65.62505408157216,2,0,2,1,6,True,False,40,0,1,False
64.19642713683665,0,0,0,0,0,False,False,8,0,2,False
75.86674688436243,0,0,0,0,2,False,False,0,0,0,False
59.87198157342405,0,0,0,0,0,True,False,0,0,0,False
